,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Obox4-ps23,0,0,0,0,0,0,0,0
Mup-ps10,0,0,0,0,0,0,0,0
Gm49296,0,0,0,0,0,0,0,0
Alox12b,0,0,0,0,0,0,0,0
Aacs,3800,2870,2678,2791,2676,2738,1649,1595
Elp1,2409,1795,1924,1865,1678,1896,1262,1438
Gm37821,0,0,0,0,0,0,0,0
Xk,123,81,120,100,85,75,75,61
Gm28161,0,0,0,0,0,0,0,0
Ube3a,3789,2665,2586,2719,2774,3081,3066,2455
Zfp995,272,156,129,136,172,215,238,193
Znrf2,1084,822,728,739,891,865,680,644
Gm3895,0,0,0,0,0,0,0,0
Gm35412,0,0,0,0,0,0,0,0
Dnajb11,8442,5999,6343,6137,5472,5728,3999,4050
Gm18855,0,0,4,0,0,0,0,0
Snx16,498,345,319,372,362,388,351,313
Gm26812,3,4,2,10,0,4,3,2
Gm11779,0,0,0,0,0,0,0,0
Mir680-1,0,0,0,0,0,0,0,0
Gm38316,0,0,0,0,0,0,0,0
Gm49711,2,0,0,0,2,2,0,0
Zfand3,7165,5098,4816,4789,4928,5399,5598,5875
Tmem175,696,579,487,507,491,516,730,695
Gm29030,0,0,0,0,0,0,0,0
Gm21978,0,0,0,0,0,0,0,0
Cyp11a1,0,0,0,0,0,0,0,0
Ophn1,562,355,345,332,401,330,390,390
Fam221b,69,51,48,51,88,51,58,55
Gnl3l,4163,3124,2954,3347,3064,3176,2701,2145
Gm47094,0,0,0,0,0,0,0,0
Gm30341,0,0,0,0,0,0,0,0
Trim45,356,267,224,263,215,227,308,264
Xlr4b,0,3,2,0,0,2,2,2
Gm16463,0,0,0,0,0,0,0,0
Gm16125,0,0,2,0,0,0,0,0
Gm49519,0,0,0,2,0,0,0,0
Gm47742,17,2,2,5,0,5,7,6
Pnldc1,16,13,10,6,14,9,2,14
Sh3d2c-ps1,0,0,0,0,0,0,0,0
9230009I02Rik,0,0,0,0,0,0,0,0
Gm10312,0,0,0,0,0,0,0,0
Gm41386,0,0,0,0,0,0,0,0
Gm38642,0,0,0,0,0,0,0,0
ENSMUSG00000118597,0,0,0,0,0,0,0,0
Gm33080,0,0,0,0,0,0,0,0
Vmn1r18,0,0,0,0,0,0,0,0
Olfr575,0,0,0,0,0,0,0,0
Gm15483,26,12,12,8,14,11,4,0
Gm42470,0,1,0,0,0,0,0,0
Gm21572,0,0,0,0,0,0,0,0
Vmn1r-ps148,0,0,0,0,0,0,0,0
2610008E11Rik,2481,1750,1443,1452,1469,1477,2165,2189
Gm45120,2,0,1,0,0,0,0,0
Gm37481,0,0,0,0,0,0,0,0
Wdr48,2504,1783,1768,1702,1711,1836,1411,1570
Gm38047,0,0,0,0,0,0,0,0
Gm50202,0,0,0,0,0,0,0,0
Svs3a,0,0,0,0,0,0,0,0
Gm19935,6,0,0,8,4,4,2,8
Gm31711,0,0,0,0,0,0,0,0
Map9,426,396,445,304,327,364,235,193
Gm44784,0,0,0,0,0,0,0,0
Mir26a-1,0,0,0,2,0,0,1,1
Gm3625,30,27,21,14,25,22,17,16
Gm48319,0,0,0,0,0,0,0,0
Foxc2,730,481,679,644,407,423,238,255
Gm35229,2,0,6,2,0,0,1,0
Whamm,439,337,244,251,295,318,358,388
E330013P04Rik,12,22,18,16,4,19,38,48
Olfr1504,0,0,0,0,0,0,0,0
Gm15495,0,0,2,0,2,0,0,0
4933403J19Rik,0,0,0,0,0,0,0,0
4930556J24Rik,0,2,2,0,0,0,0,2
Gm11385,0,0,0,0,0,0,0,0
Fshb,0,0,0,0,0,0,0,0
Kcnn2,2,6,0,4,2,0,2,0
Gm37941,0,0,0,0,0,0,0,0
Gm6914,0,0,0,0,0,0,0,0
Gm26000,0,0,0,0,0,0,0,0
Mir3095,0,0,0,0,0,0,0,0
Gm21759,0,0,0,0,0,0,0,0
LOC102637012,0,0,0,0,0,0,0,0
Gm44107,0,0,0,0,0,0,0,0
Gm40598,0,0,0,0,0,0,0,0
Gm17455,0,0,0,0,2,4,6,4
Gm23432,0,0,0,0,0,0,0,0
Gm48830,0,0,0,0,0,0,0,0
Nemp2,145,121,73,85,94,131,87,126
Kif5a,97,60,61,67,80,67,210,177
Smarcd3,446,375,343,284,286,310,255,331
Rbm20,469,276,256,249,363,397,306,356
Itgb7,14,6,25,18,10,15,2,5
Gm5529,137,71,80,99,57,75,40,31
Gm13670,0,0,4,2,0,0,0,0
Tsn,4529,3279,3251,3287,3217,3304,3104,2718
Angptl2,27009,18957,24130,25012,20223,20178,4975,5498
Gm15860,6,0,3,5,0,0,4,4
Gm42910,0,0,0,0,0,0,0,0
Nfatc3,5090,3783,3701,3652,4207,4311,4273,3847
Sox5os1,0,0,0,0,0,0,0,0
Olfr951,0,0,0,0,0,0,0,0
Gm30262,0,2,0,0,0,0,0,0
Slc17a5,685,523,490,483,506,592,572,668
Mprip,21949,15181,14735,14230,14269,14245,9857,10758
Fcer1g,18,10,8,9,12,12,14,18
Olfr1042,0,0,0,0,0,0,0,0
Nploc4,5514,4035,3806,4057,3935,4142,2946,3077
Gm15702,0,2,2,0,0,2,0,2
Gm26817,0,0,0,0,0,0,0,0
Gm47631,0,0,0,0,0,0,0,0
Zfp583,230,179,201,172,120,175,167,182
Gm29498,0,0,0,0,0,0,0,0
Mir7654,0,0,0,0,0,0,0,0
Gm13301,0,0,0,0,0,0,0,0
Gm7995,0,0,0,0,0,0,0,0
Gm30747,0,0,0,0,0,0,0,0
Myh15,0,0,0,0,0,0,2,0
Hoxd1,0,0,0,0,0,0,0,0
Uchl4,89,65,87,39,68,26,43,24
Gm8643,0,2,4,0,0,0,0,0
4930527A07Rik,0,0,0,0,0,0,0,0
Fads6,24,6,6,16,14,10,6,11
Phf1,467,339,280,292,356,323,644,704
Tspan18,72,65,225,226,36,40,83,69
Gm22984,0,0,0,0,0,0,0,0
Gm24032,0,0,0,0,0,0,0,0
Trbv3,0,0,0,0,0,0,0,0
Gm21026,0,0,0,0,0,0,0,0
Gh,0,0,0,0,0,0,0,0
Gm12097,18,5,7,18,11,13,11,17
Zfp93,364,239,214,223,321,274,364,468
Dsg4,0,0,0,0,0,0,0,0
Vmn1r138,0,0,0,0,0,0,0,0
4833413E03Rik,0,0,0,0,0,0,0,0
Gm47560,0,0,0,0,0,0,0,0
Bbc3,513,375,272,346,464,483,485,471
Map7d2,196,104,105,98,159,206,105,120
Gm8956,2,4,6,2,4,9,2,0
Mir3961,0,0,0,0,0,0,0,0
Casp6,800,586,442,467,679,674,585,778
Tff2,0,0,0,0,0,0,0,0
Gm50165,0,0,0,0,0,0,0,0
Gm48018,0,0,0,0,0,0,0,0
Gm9465,0,0,0,0,0,0,0,0
Pinc,0,0,0,0,0,0,4,0
Mageb6-ps,0,0,0,0,0,0,0,0
Tbl1xr1,2873,1910,1476,1754,2330,2409,3995,3706
Gm29237,12,15,16,19,13,36,45,45
Trappc11,2446,1769,1711,1802,1812,1846,1416,1506
Gm14388,109,143,53,75,91,91,135,96
Gm48361,0,0,0,0,0,0,0,0
Gm4796,13,7,5,2,2,7,5,12
Ptpn9,4973,3745,3443,3656,3490,3718,3890,3956
Gm9373,0,0,0,0,0,0,0,0
Gps1,2732,1693,1827,1647,1921,1772,1222,1517
Gm42870,0,0,0,0,0,0,0,0
Gm13337,6,8,11,29,3,18,2,8
1700060J05Rik,4,0,6,2,0,0,2,4
Gm12440,0,0,0,0,0,0,0,0
Gm42726,2,0,4,0,0,0,2,0
Gm49392,0,0,0,0,0,0,0,0
Ccnb1ip1,0,0,0,0,0,0,0,0
Clrn1,0,2,0,0,0,0,0,2
Tstd3,821,594,617,632,650,702,477,456
Mir7066,0,0,0,0,0,0,0,0
Gm50401,0,0,0,0,0,0,0,0
5033423K11Rik,0,0,0,0,0,0,0,0
Gm43406,0,0,0,0,0,0,0,0
Hsp90b1,56299,37501,38241,36685,38833,41898,25782,27928
6720432D03Rik,2,4,3,0,2,0,2,0
Gm16050,0,0,0,0,0,2,0,0
Tdpoz5,0,0,0,0,0,0,0,0
Dspp,0,4,0,0,0,0,0,0
Gm4750,35,48,61,36,15,36,33,20
Gm45292,0,0,0,0,0,0,0,0
Gm47064,0,0,0,0,0,0,0,0
Cc2d2a,1437,896,1027,991,1075,1064,1328,1276
Snhg11,6,8,6,15,12,19,20,76
Gm29597,0,0,0,0,0,0,0,0
Ighd,0,0,0,0,0,0,0,0
Trim63,0,0,0,2,0,0,0,0
Mm2pr,2,0,6,3,0,2,6,4
Prl7d1,0,0,0,0,0,0,0,0
5330417H12Rik,0,0,0,0,0,0,0,0
Olfr1475,0,0,0,0,0,0,0,0
Mir204,0,0,0,0,0,0,0,0
Gm23323,0,0,0,0,0,0,0,0
Gm17266,0,0,0,0,0,0,0,0
Pln,0,0,0,0,0,0,0,0
Gsdma3,0,0,0,0,0,0,0,0
Dhrs7,1263,875,746,768,964,1026,1236,1161
Riok2,1088,612,777,773,651,780,513,632
Ighv1-19,0,0,0,0,0,0,0,0
Gm3650,37,21,16,15,4,24,6,12
Rxrg,0,0,0,4,2,0,6,18
Nova1,90,60,55,54,75,50,44,41
Gm37547,0,0,0,0,0,0,0,0
Gm37294,0,0,0,0,0,0,0,0
Oser1,666,538,487,497,422,481,395,389
Hs3st4,0,0,0,0,0,0,0,0
Gm15500,10611,6090,5288,6026,6352,6174,5493,5828
Gm33828,0,0,0,0,0,0,0,0
Rslcan18,2,5,6,4,9,8,8,6
Sac3d1,754,575,571,660,541,638,395,410
Trat1,0,0,0,0,0,0,2,0
Ccdc28b,226,122,143,194,189,190,316,283
Faim,985,610,637,648,697,636,540,526
Nlrp12,0,0,0,0,0,0,0,0
Gm43122,0,0,0,0,0,0,0,0
Gm37479,0,0,0,0,0,0,0,0
Gm44156,0,0,0,0,0,0,0,0
Gm44513,0,0,0,0,0,0,0,0
Gm49768,45,26,29,24,20,41,56,70
1700029F12Rik,0,0,0,0,0,0,0,0
Pirb,8,2,4,4,1,6,6,2
Capn10,460,305,307,323,371,279,299,305
Lrrc40,1213,845,883,938,955,861,565,599
Gm28154,0,0,0,0,0,0,0,2
Rpl7a-ps3,21,19,25,18,14,21,18,20
Gm21655,0,0,0,0,0,0,0,0
Tcf20,3529,2545,2207,2167,2448,2805,1823,1805
Rpl21-ps8,375,266,317,336,331,349,323,442
Trdv4,1,4,0,0,0,1,0,2
Hormad2,0,2,0,0,2,0,2,0
Arhgap27os2,0,0,4,0,2,0,0,0
Slc36a1os,0,0,0,0,0,0,0,0
Gm38240,0,0,0,0,1,0,0,0
Atp9a,1407,1026,780,775,1026,1043,1711,1763
Gm43952,0,0,0,0,0,0,0,0
Slc34a1,0,0,0,0,0,0,0,0
Psca,0,0,0,0,0,0,0,0
Gm49561,0,0,0,0,0,0,0,0
Sp1,5278,3440,3562,3456,3647,4288,4729,4044
Gm36950,0,0,0,0,0,0,0,0
Olfr1368,0,0,0,0,0,0,0,0
Ccdc159,110,60,70,84,62,78,91,123
Gm45305,0,0,0,0,0,0,0,0
Gm30564,0,0,0,0,0,0,0,0
Cyp2d12,0,0,0,0,0,0,0,0
Gm30648,0,0,0,0,0,0,0,0
Gm30978,0,0,1,0,0,0,0,0
A130050O07Rik,0,0,0,0,0,0,2,0
Gm44933,0,0,0,0,0,0,0,0
Gm14793,0,0,0,0,0,0,0,0
Gm32455,0,0,0,0,0,0,0,0
Arhgap8,2,0,0,0,1,2,2,2
Defb3,0,0,0,0,0,0,0,0
5830408C22Rik,62,55,17,25,28,57,23,29
Psg19,0,0,0,0,0,0,0,0
Gm6181,43,18,27,28,51,22,34,27
Rundc3a,209,118,106,103,137,129,90,73
Gm26795,0,0,0,0,0,0,0,0
Gm14107,0,0,4,0,0,0,0,0
Gm50416,0,0,0,0,0,0,0,0
Gm6517,182,197,197,201,216,142,165,127
Sfmbt2,338,225,258,246,235,248,174,149
Gm26524,0,0,0,0,0,0,0,0
Gm10160,0,0,0,0,0,0,0,0
Igsf6,8,0,13,4,2,10,4,4
Gm33056,0,0,0,0,0,0,0,0
Mir3061,0,0,0,0,0,0,0,0
1700034P13Rik,0,4,2,0,0,0,0,4
Gm29540,0,0,0,0,0,0,0,0
Ankrd46,2673,1995,1597,1720,1851,1935,2437,2432
Gm25602,0,0,0,0,0,0,0,0
H2-K2,2,2,0,2,2,6,5,6
Gpam,2675,1966,1573,1651,1907,2323,1772,1883
Stmn1,2944,2136,1640,1754,2318,2481,766,616
Scyl2,2325,1657,1560,1501,1884,1869,1686,1719
Tcf7l1,2169,1564,1480,1437,1892,1778,2520,2710
Slc25a29,59,63,65,63,71,86,56,55
C330018A13Rik,27,21,30,19,22,26,4,4
Plag1,152,113,110,102,162,154,347,392
Rpl15,9609,7224,7185,6684,5935,5224,6128,7949
Gm36742,0,0,0,0,0,0,0,0
Gm15848,0,0,0,0,0,0,0,0
Gm11444,0,0,0,0,0,0,2,0
Mpzl3,226,164,133,156,144,189,112,126
Rhbg,0,0,0,0,0,0,0,0
Gm12688,11,6,2,6,8,4,5,2
Olfr1351,0,0,0,0,0,0,0,0
Snord35b,0,0,0,0,0,0,0,0
Gm4754,66,38,36,48,51,48,20,49
Gm27185,0,0,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0,0,0
Mir7b,0,0,0,0,0,0,0,0
2010001K21Rik,0,0,0,2,2,0,0,0
Ighv1-76,0,0,0,0,0,0,0,0
Gm5617,158,126,80,92,100,105,133,185
Gm47755,0,0,0,0,0,0,0,0
Mcam,7260,5088,5228,4506,4528,4124,1162,1248
Commd5,6,2,4,2,2,2,2,7
Tmie,43,16,20,5,14,14,27,29
Mapk4,15,12,2,12,18,2,6,2
Ankrd10,540,347,339,311,443,507,368,433
Scgb1b17,0,0,0,0,0,0,0,0
A230059L01Rik,0,0,0,0,0,2,0,0
Sat1,3045,2293,2232,2409,2222,2284,1628,1541
Gm14610,0,0,0,0,0,0,0,0
Gm13942,0,0,0,0,0,1,0,0
Olfr1100,0,0,0,0,0,0,0,0
Gm8048,0,0,0,0,0,0,0,0
Grip1os2,0,0,0,0,0,0,0,0
4930578M01Rik,10,2,6,4,0,6,4,7
Gm17106,0,0,0,0,0,0,0,2
Dsg1a,0,0,0,0,0,0,0,0
Gpr135,62,48,68,43,50,55,45,51
Ap2m1,11586,8357,7665,8145,8182,8336,6136,6652
Gm49712,0,0,0,0,0,0,0,0
Lipf,0,0,0,0,0,0,0,0
Nek9,6817,4771,4299,4787,5126,5124,6569,6512
Olfr679,0,0,0,0,0,0,0,0
4930429H19Rik,0,0,0,0,2,0,10,16
Gm45516,0,0,0,0,0,0,0,0
Gm48663,0,0,0,0,0,0,0,0
Gm47961,0,0,0,0,0,0,0,2
Gm47203,0,0,0,0,0,0,0,0
Vmn2r114,0,0,0,0,0,0,0,0
Gm15097,0,0,0,0,0,0,0,0
Rab1a,16528,11418,11439,12187,10735,11233,10147,10040
Gm6465,0,0,0,0,0,0,0,0
Jmjd7,10,2,2,2,0,0,4,3
Gm19125,0,0,0,0,0,0,0,0
Sugp1,1893,1192,1115,1143,1208,1141,1098,1253
2310044K18Rik,0,0,0,0,0,0,0,0
4930511J24Rik,0,0,0,0,0,0,0,0
Gm6615,0,0,0,0,0,0,0,1
Gm8885,5,8,0,7,3,2,1,2
4932442E05Rik,8,6,13,6,12,16,0,20
Slc4a8,32,38,26,32,34,20,20,16
Ube4bos3,0,0,2,2,2,4,2,7
Gm6919,2,0,2,0,4,0,0,0
Gda,300,254,180,246,204,211,311,291
4930442J19Rik,0,0,0,0,0,0,0,0
Pof1b,0,0,0,0,0,0,0,0
Gm47443,0,0,0,0,0,0,0,0
Mir6991,0,0,0,2,0,0,0,2
Rpf2,916,639,633,683,502,589,309,402
Fnbp4,1242,755,816,716,866,913,631,850
Gm10309,0,0,0,0,2,0,0,0
Gm45279,0,0,0,0,0,0,0,0
Gm9407,0,0,0,0,0,4,0,6
Gm5419,0,0,0,0,0,0,0,0
Gm50407,0,0,0,0,0,0,0,0
S1pr1,755,589,593,571,500,448,1034,984
Gm11270,0,0,0,1,0,1,0,0
Gm15479,0,0,0,0,2,0,0,0
Gm13045,0,0,0,0,0,0,0,0
Fau-ps2,0,0,0,0,0,0,0,0
Eps8,1131,820,707,614,936,1042,1268,1159
Trem2,14,13,22,12,10,12,2,8
Gli2,655,426,519,497,517,418,608,637
Gm6177,12,1,0,2,2,2,6,0
Gm47053,2,0,0,0,0,0,0,0
Hspa1l,14,2,14,13,2,8,6,10
Gm9870,10,6,6,5,8,4,6,6
Gm49800,0,0,0,0,0,0,0,0
Clybl,745,499,352,383,510,567,580,680
Sox17,0,0,0,0,0,0,0,0
Gm17978,0,0,0,0,0,0,0,0
Gm45265,0,0,0,0,0,0,0,0
Gm25346,0,0,0,0,0,0,0,0
Lair1,10,6,0,4,2,0,4,6
Gm44215,0,0,0,0,2,0,0,0
Gm36543,4,0,4,8,2,2,0,0
1190007I07Rik,61,40,34,36,56,40,42,55
Ly6g5c,0,2,0,0,0,0,0,0
Gm5073,0,0,0,0,0,0,0,0
Gm26468,0,0,0,0,0,0,0,0
Gm49902,0,0,0,0,0,0,0,0
Lce1h,0,0,2,2,0,0,0,0
Gm8991,187,115,118,137,90,134,63,68
Vgf,257,185,296,277,227,197,34,49
Gm49224,0,0,0,0,0,0,0,0
Gm38223,0,0,0,0,0,0,0,0
Gm18149,2,0,0,0,0,2,0,0
Gm11786,0,0,0,0,0,0,0,0
Mipep-ps,0,0,0,0,0,0,0,0
Gm19368,0,0,0,0,0,0,0,0
Rpl37-ps1,2,2,1,1,8,8,0,7
Tbpl1,1440,1028,932,1030,1077,1099,783,702
Gm21285,0,0,0,0,0,0,0,0
Gm39244,0,0,0,0,0,0,0,0
Gm34240,0,0,0,0,0,0,0,0
Gm21918,0,0,0,0,0,0,0,0
Gnl1,4145,2837,2842,2848,2961,3031,2676,3095
Gm21152,0,0,0,0,0,0,0,0
Gm5461,1,0,2,0,2,0,0,0
Phactr3,3,0,0,0,0,0,2,2
D930030I03Rik,0,8,7,2,2,2,4,8
Gm7773,0,0,0,0,0,0,0,0
Dram1,1721,1262,1232,1198,1362,1341,1495,1398
Ly6g,0,0,0,2,0,0,0,0
Mir122,0,0,0,0,0,0,0,0
Gm16578,0,0,0,0,0,0,0,0
Gm15573,21,14,1,8,10,6,7,8
Olfr295,0,0,0,0,0,0,0,0
Gm18187,0,0,0,0,0,0,0,0
Gm11656,0,0,2,0,0,0,4,0
Gm32098,0,0,0,0,0,0,0,0
ENSMUSG00000118396,0,0,0,0,0,0,0,0
Gm19572,0,0,0,0,0,0,0,0
Gm20614,0,0,0,0,0,0,0,0
Rubcnl,10,18,14,22,27,12,12,8
Olfr1398-ps1,0,0,0,0,0,0,0,0
Gm42884,0,0,0,0,0,0,0,0
Gpr174,0,0,0,0,4,0,0,0
Gm26726,0,0,0,0,0,0,0,0
Etaa1os,15,10,6,8,4,8,2,10
Gm37129,0,0,0,0,0,0,0,0
B230214G05Rik,0,0,0,0,0,0,0,0
H2az2,1194,891,649,778,1036,954,938,869
Gm50318,0,0,0,0,0,0,0,0
Gm20125,4,6,6,10,7,10,32,45
Gm19563,0,0,0,0,0,0,0,0
Gm20809,0,0,0,0,0,0,0,0
Gm48154,0,0,0,0,0,0,0,0
Gm13142,14,8,11,9,3,15,6,17
Srr,764,609,413,497,613,616,944,879
Gm48660,0,0,0,0,0,0,0,0
Lhfpl3,2,0,0,2,0,2,6,2
Rpl12-ps2,0,0,0,0,0,0,0,0
Vps4a,3031,2078,2014,2139,2095,2016,1983,2086
Gm7258,0,0,0,0,0,0,0,0
Ssxb10,0,0,0,0,0,0,0,0
Ccdc183,10,20,12,6,7,9,7,12
Gm20399,0,0,0,0,0,0,0,0
Gm26627,0,0,0,0,0,0,0,1
Gm22221,0,0,0,0,0,0,0,0
Vmn2r-ps66,0,0,0,0,0,0,0,0
Gm8947,0,0,0,0,0,0,0,0
D530033B14Rik,6,0,6,2,3,4,8,9
1600020E01Rik,67,39,57,29,43,27,65,67
0610031O16Rik,2,2,0,2,0,2,4,0
Dock1,6532,4292,3882,3986,4943,4921,4620,4258
Gm30045,0,0,0,0,0,0,0,0
Gm4852,20,18,14,26,18,16,10,8
Gm29535,0,0,0,0,0,0,0,0
1500012K07Rik,0,0,0,0,0,0,0,0
Frk,841,619,718,686,691,763,621,520
9130017K11Rik,0,0,0,2,0,0,0,0
Gm28724,0,0,0,0,0,0,0,0
Sp8,0,0,0,0,0,0,0,0
Gm18949,0,6,0,5,2,0,2,7
Rpl36-ps7,0,0,0,0,0,0,0,0
Gm5732,4,0,0,6,2,0,0,0
Mir6389,0,0,0,0,0,0,0,0
Gm44974,0,0,0,2,0,2,2,0
Vmn2r-ps96,0,0,0,0,0,0,0,0
Gm6052,2,3,2,3,4,2,4,3
Gm42878,0,0,0,0,0,0,0,0
Acbd6,1701,1311,980,1074,1287,1239,1356,1347
Gm52970,0,0,0,0,0,0,0,0
Hnrnpa0,8566,6142,5752,5612,5679,6127,6819,6793
2810404M03Rik,2,0,0,0,0,0,0,0
Gm47723,0,0,0,0,0,0,0,0
Gm17617,0,0,0,0,0,0,0,0
Upf3a,2417,1644,1625,1650,1673,1599,1327,1407
Gm9502,0,0,0,0,2,0,0,0
F8,278,161,191,181,214,217,495,402
Gm16146,0,0,0,2,2,0,0,0
Ankrd6,159,128,102,112,108,152,99,92
Tns2,6131,4217,3587,3501,5415,5144,4983,5385
Gm13611,326,60,91,91,21,120,33,34
Gm18709,0,0,0,0,0,0,0,2
Gm13558,2,0,0,0,6,0,0,2
Six4,584,458,275,368,536,497,802,755
Gm28344,0,0,0,0,0,0,0,0
Nrap,7,2,0,4,6,0,0,2
Gm28664,0,0,0,0,0,0,0,0
Gm37423,0,0,0,0,0,0,0,0
Gm37226,4,0,0,0,2,4,2,2
Gm11446,0,0,0,0,0,0,0,0
Olig1,0,0,4,0,0,0,0,2
Il17ra,2911,1991,1915,1850,1889,1943,1536,1798
Anln,8159,5625,5725,5486,6126,6152,1297,1205
Gm15407,0,0,0,0,0,0,0,0
Trim2,1575,1124,1300,1229,1362,1543,1213,1135
Vmn2r107,0,0,0,0,0,0,0,0
Gm50240,128,78,69,58,61,73,80,97
Krt20,6,12,2,0,0,0,0,0
4930521O17Rik,0,0,0,0,0,0,0,0
Gm49325,0,0,0,0,0,0,0,0
Gm43347,0,0,0,0,0,0,0,0
Gm44723,0,0,0,0,0,0,0,0
Gm38117,0,0,0,0,0,0,0,0
Dmac2l,256,169,160,210,235,231,259,223
Itga9,2630,1973,2139,2052,1807,1833,1492,1427
Llgl2,153,74,83,89,79,96,74,84
Gm47676,0,2,0,0,0,0,0,0
Nap1l4,5190,3737,3470,3799,3774,3665,3094,3197
Gm26485,0,0,0,0,0,0,0,0
Pag1,239,178,199,170,127,166,197,150
Gm13413,23,12,8,24,21,16,20,16
Ighv1-82,0,0,0,0,0,0,0,0
Gm38026,0,0,0,0,0,0,0,0
Hdgfl2,3150,2162,1921,1930,2114,1972,1577,1936
Aknad1,0,4,2,0,6,6,16,12
Trav6d-6,0,0,0,0,0,0,0,0
Gm48750,0,0,0,0,0,0,0,0
Mir6769b,0,0,0,0,0,0,0,0
Dydc2,4,12,10,16,16,10,6,12
Map2k3,4299,3006,3630,3568,3271,3093,1951,2066
Fam161b,49,39,32,34,40,48,58,47
Gm4246,2,2,0,0,1,2,0,0
Smcp,0,0,0,0,0,0,0,0
Lamtor1,5047,3806,3420,3948,3505,3600,2647,2871
Zfp758,477,344,303,335,326,362,371,321
Fech,4356,2875,2732,2989,3081,3227,3639,3513
Gm47784,0,0,0,0,0,0,0,0
Gm37447,0,2,4,2,4,6,6,2
Gm31718,16,9,11,0,6,8,2,4
Gm43374,0,0,0,0,0,0,0,0
Gm8182,1,0,0,0,0,0,0,0
Gm30214,0,0,0,0,0,0,0,0
Gm12626,2,0,1,0,0,0,0,2
Tnip1,1926,1234,991,1206,1402,1374,1649,1906
Mir882,0,0,0,0,0,0,0,0
Gm45374,0,0,0,0,0,0,0,0
Ighmbp2,536,335,367,356,348,336,394,358
Fam107b,1333,892,1077,1059,965,938,769,694
Gm38590,0,0,0,0,0,0,0,0
Plgrkt,1141,789,705,740,801,769,947,1011
Slco5a1,12,14,12,10,12,16,2,0
Il23r,4,6,8,2,0,2,4,2
Gm15040,0,0,0,0,0,0,0,0
Gm5212,0,0,0,0,0,0,0,0
Gm14706,8,4,4,5,3,0,6,2
Gm4974,2,0,0,0,0,2,0,0
Smtnl2,28,18,4,13,34,38,35,31
Gm43233,0,0,0,0,0,0,0,0
Osgepl1,212,164,125,146,165,191,141,134
Gm43899,0,0,0,0,0,0,0,0
Gm7739,0,0,0,0,0,0,0,0
Pramel43,0,0,0,0,0,0,0,0
Gm5962,0,0,0,0,2,2,4,0
Rpsa-ps8,1,2,0,1,2,1,1,2
N4bp3,40,28,34,52,14,39,10,20
Rbfox1,143,109,266,220,101,103,38,35
Gm47336,6,8,10,2,4,2,0,0
Slc7a1,6303,4541,5588,5029,4201,4146,2241,2073
Gm16303,0,0,0,0,0,0,0,0
Prss59,0,0,0,0,0,0,0,0
Gm34574,0,2,0,0,0,0,0,0
Gm20554,101,93,109,108,94,79,96,102
Ctla4,0,0,0,0,0,0,0,0
Rpl8,33600,23685,22345,23888,23964,23939,21025,22671
Ankrd9,224,132,142,129,133,134,94,151
Adam1a,8,4,7,12,8,6,12,6
Mrtfb,2104,1477,1346,1302,1627,1783,1354,1107
Itga5,62745,45045,63258,59036,33882,32790,12897,13710
Olfr1020,0,0,0,0,0,0,0,0
Vmn1r62,0,0,0,0,0,0,0,0
8030453O22Rik,2,2,0,2,0,0,2,2
Gm22836,0,0,0,0,0,0,0,0
Sult2a-ps1,0,0,0,0,0,0,0,0
Gm49816,0,0,0,0,0,0,0,0
Zfp53,409,293,255,249,264,251,218,277
Dapk3,1077,767,727,734,725,769,687,889
Chst4,0,0,0,0,0,0,0,0
Gm24763,0,0,0,0,0,0,0,0
Gm49056,0,0,0,0,0,0,0,0
Gm13461,400,222,221,214,195,165,71,93
Gm13448,0,0,3,0,0,0,0,0
Nudt7,308,230,215,263,211,260,203,266
Tmem120a,1458,1072,1200,1159,1011,930,657,635
C130012C08Rik,13,18,2,8,2,4,6,22
Gm23199,0,0,0,0,0,0,0,0
Gm38351,0,0,0,0,0,0,0,0
Gm19668,0,0,0,0,0,0,0,0
Gm48235,0,0,0,0,0,0,0,0
Lag3,13,6,13,2,8,8,24,30
Gm45299,0,0,0,0,0,0,0,0
Gm16183,3,0,0,4,0,1,2,2
Gm18075,0,0,0,0,0,0,0,0
Traj39,0,0,0,0,0,0,0,0
Gm17110,6,0,0,0,2,0,4,0
Ifnl2,0,0,0,0,0,0,0,0
Gm45821,0,0,0,0,0,0,0,0
E130018N17Rik,0,0,0,0,0,0,6,2
1700024J04Rik,0,0,0,0,0,0,2,0
Gm15740,2,2,2,2,2,4,0,0
Gm43047,0,0,0,0,0,0,0,0
1700109G14Rik,0,1,0,0,0,0,0,0
Gm11617,0,0,0,0,0,0,0,0
Gm49502,2,5,8,0,7,2,2,8
Dpys,0,0,0,0,0,0,0,0
Gm28106,0,0,0,0,0,0,0,0
Mfap2,611,439,494,475,569,532,2204,2343
Ltk,0,2,0,0,0,0,0,0
Sap18,7659,4981,4811,4663,4340,4306,3355,3382
Gm4107,0,0,0,0,0,0,0,0
Treml2,0,0,0,0,0,0,0,0
Cntnap5a,0,0,2,0,0,0,2,0
Eif1ad19,0,0,0,0,0,0,0,0
Gm37769,0,0,0,0,0,0,0,0
Gm38105,0,0,0,0,0,0,0,0
Map3k2,3010,2056,2198,2081,2302,2808,2600,1767
Pde6c,0,0,0,0,0,0,0,0
